2025-07-27T11:33:25 | SUCCESS  | retries=0  | label=order_confirmation | subject='Your NLG Trading Ltd receipt [#1325-5127]' | 
2025-07-27T11:50:42 | SUCCESS  | retries=0  | label=other           | subject='Your security code for your GOV.UK One Login | Eich cod diogelwch ar gyfer eich ' | 
2025-07-27T11:50:46 | SUCCESS  | retries=0  | label=billing         | subject='Verify your identity for Companies House now' | 
2025-07-27T11:50:51 | SUCCESS  | retries=0  | label=general         | subject='Estimate EST-20142948 from nwITsolutions' | 
2025-07-27T11:50:56 | SUCCESS  | retries=0  | label=social_notification | subject='News & Club Runs' | 
2025-07-27T11:51:00 | SUCCESS  | retries=0  | label=social_notification | subject='Amy is now following you on Strava.' | 
2025-07-27T11:51:05 | SUCCESS  | retries=0  | label=social_notification | subject='Mike Sullivan, Husain Rangwala, and John Wilson Have Updates for You, Roger Pemb' | 
2025-07-27T11:51:10 | SUCCESS  | retries=0  | label=newsletter      | subject='Jim Jefferies, Flowers and Friendship Bracelets, The Rocket Man plus many more!' | 
2025-07-27T11:51:15 | SUCCESS  | retries=0  | label=event_invite    | subject='How much is GTM misalignment costing you?' | 
2025-07-27T11:51:20 | SUCCESS  | retries=0  | label=event_invite    | subject='Join our Q&A screening of Holloway' | 
2025-07-27T11:51:25 | SUCCESS  | retries=0  | label=newsletter      | subject="Won't Be Beaten On Price On Selected Locks" | 
2025-07-27T11:51:30 | SUCCESS  | retries=0  | label=newsletter      | subject='WWDC25: Get smarter about Apple Intelligence.' | 
2025-07-27T11:51:36 | SUCCESS  | retries=0  | label=newsletter      | subject='Meta Physical World Model 🌎, The Browser Company’s Dia 👩\u200d💻, Mistral Compute 💻' | 
2025-07-27T11:51:40 | SUCCESS  | retries=0  | label=social_notification | subject='I want to connect' | 
2025-07-27T11:51:45 | SUCCESS  | retries=0  | label=newsletter      | subject='reThink: Sharpen your creative edge' | 
2025-07-27T11:51:49 | SUCCESS  | retries=0  | label=billing         | subject='Invoice Number: SI119864 for Mrs C Pembery' | 
2025-07-27T11:51:54 | SUCCESS  | retries=0  | label=promotion       | subject='Get tickets for Disney On Ice, Yungblud, Jim Jefferies, Nashville In Concert, pl' | 
2025-07-27T11:51:59 | SUCCESS  | retries=0  | label=general         | subject='View your latest statement online' | 
2025-07-27T11:52:05 | SUCCESS  | retries=0  | label=event_invite    | subject='David Byrne・Zara Larsson・Drake & more' | 
2025-07-27T11:52:10 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, add Deepshika Hariparsad, CFA - Product Director 💬' | 
2025-07-27T11:52:14 | SUCCESS  | retries=0  | label=newsletter      | subject='Bikes Made for the Scenic Route' | 
2025-07-27T11:52:19 | SUCCESS  | retries=0  | label=newsletter      | subject='WWDC25: The new design has arrived.' | 
2025-07-27T11:52:24 | SUCCESS  | retries=0  | label=general         | subject='Your latest statement is ready' | 
2025-07-27T11:52:29 | SUCCESS  | retries=0  | label=newsletter      | subject='Unlocking the Dream Bikes: La Espada 🗡️' | 
2025-07-27T11:52:34 | SUCCESS  | retries=0  | label=promotion       | subject='OpenAI o3-pro 🤖, Meta + Scale AI 💰, Mistral Magistral 🎩' | 
2025-07-27T11:52:39 | SUCCESS  | retries=0  | label=newsletter      | subject='Calculate Salary to Day Rates for Banking & Financial Services Roles' | 
2025-07-27T11:52:45 | SUCCESS  | retries=0  | label=general         | subject='RE: 93JD0903124 R v BARAKO' | 
2025-07-27T11:52:49 | SUCCESS  | retries=0  | label=social_notification | subject='2 people noticed you' | 
2025-07-27T11:52:54 | SUCCESS  | retries=0  | label=social_notification | subject='You have 1 new message' | 
2025-07-27T11:52:59 | SUCCESS  | retries=0  | label=newsletter      | subject='WWDC25 is here!' | 
2025-07-27T11:53:04 | SUCCESS  | retries=0  | label=event_invite    | subject='Free Folk in the City Concert at Cherry Hinton Hall - Full Line-Up Announced' | 
2025-07-27T11:53:10 | SUCCESS  | retries=0  | label=promotion       | subject='It’s National Bike Week – Let’s Ride!' | 
2025-07-27T11:53:16 | SUCCESS  | retries=0  | label=newsletter      | subject='WWDC25: New Swift, SwiftUI, Xcode, and much more.' | 
2025-07-27T11:53:20 | SUCCESS  | retries=0  | label=billing         | subject='Your latest statement is ready' | 
2025-07-27T11:53:25 | SUCCESS  | retries=0  | label=newsletter      | subject='Apple on-device models 📱, OpenAI $10B ARR 💰, ChatGPT Voice Mode 🔈' | 
2025-07-27T11:53:30 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, follow Helen Jewell - CIO, Fundamental Equities, EMEA at BlackRock' | 
2025-07-27T11:53:35 | SUCCESS  | retries=0  | label=social_notification | subject='Don’t miss conversations in 🟦 Hedge Fund Group (HFG) - Hedge Funds, Alternative ' | 
2025-07-27T11:53:41 | SUCCESS  | retries=0  | label=order_confirmation | subject='Fwd: Membership Purchase Receipt' | 
2025-07-27T11:53:45 | SUCCESS  | retries=0  | label=general         | subject='Where is AI taking your career next? Share your insights.' | 
2025-07-27T11:53:51 | SUCCESS  | retries=0  | label=newsletter      | subject='WWDC25: Let’s go.' | 
2025-07-27T11:53:55 | SUCCESS  | retries=0  | label=review_request  | subject='We would still love to hear from you' | 
2025-07-27T11:54:00 | SUCCESS  | retries=0  | label=event_invite    | subject='The chickens are coming to Cambridge...' | 
2025-07-27T11:54:05 | SUCCESS  | retries=0  | label=event_invite    | subject='Rhino Racing WTRL TTT sign-up success.' | 
2025-07-27T11:54:10 | SUCCESS  | retries=0  | label=newsletter      | subject='Meta + Scale AI rumors 💰, Gemini scheduled actions 🤖, Claude Gov 🏛️' | 
2025-07-27T11:54:15 | SUCCESS  | retries=0  | label=newsletter      | subject="News from St John's - June 2025" | 
2025-07-27T11:54:20 | SUCCESS  | retries=0  | label=event_invite    | subject='Marshals Required' | 
2025-07-27T11:54:24 | SUCCESS  | retries=0  | label=general         | subject="Mike P wants to join your shared folder 'mike_roger'" | 
2025-07-27T11:54:29 | SUCCESS  | retries=0  | label=other           | subject="Mike P wants to join your shared folder 'Dad_Mum_Legals_20250607'" | 
2025-07-27T11:54:32 | SUCCESS  | retries=0  | label=other           | subject="Mike P wants to join your shared folder 'mike_roger'" | 
2025-07-27T11:54:37 | SUCCESS  | retries=0  | label=order_confirmation | subject='LeShuttle Booking Confirmation – 93 88 13 32' | 
2025-07-27T11:54:41 | SUCCESS  | retries=0  | label=social_notification | subject='Document shared with you: "20250607 dad health discussion"' | 
2025-07-27T11:54:46 | SUCCESS  | retries=0  | label=other           | subject='Hi Roger, we noticed a new sign in to your Dropbox account' | 
2025-07-27T11:54:50 | SUCCESS  | retries=0  | label=newsletter      | subject='Get Set for Sunshine – Save on Cycling Kit' | 
2025-07-27T11:54:55 | SUCCESS  | retries=0  | label=event_invite    | subject='Win tickets to the England Women’s cricket 🏏' | 
2025-07-27T11:54:59 | SUCCESS  | retries=0  | label=promotion       | subject='New Little Simz!' | 
2025-07-27T11:55:04 | SUCCESS  | retries=0  | label=promotion       | subject='Newly Reduced Prices and New Stock' | 
2025-07-27T11:55:10 | SUCCESS  | retries=0  | label=billing         | subject='Invoice 1089 from Farrow Gardening' | 
2025-07-27T11:55:16 | SUCCESS  | retries=0  | label=order_confirmation | subject='Fwd: Order confirmation' | 
2025-07-27T11:55:21 | SUCCESS  | retries=0  | label=promotion       | subject='Win tickets to the England Women’s cricket 🏏' | 
2025-07-27T11:55:26 | SUCCESS  | retries=0  | label=newsletter      | subject='Gemini 2.5 Pro upgrade 🤖, Eleven v3 🗣️, Cursor’s $9.9B valuation 💰' | 
2025-07-27T11:55:30 | SUCCESS  | retries=0  | label=newsletter      | subject='Durham Newswire June 2025' | 
2025-07-27T11:55:35 | SUCCESS  | retries=0  | label=order_confirmation | subject='Your Royal Mail parcel from Chococo Wholesale Limited has been delivered' | 
2025-07-27T11:55:39 | SUCCESS  | retries=0  | label=newsletter      | subject='Adventure begins where the road ends' | 
2025-07-27T11:55:45 | SUCCESS  | retries=0  | label=shipping_update | subject='Your parcel from Chococo Wholesale Limited is due to be delivered today' | 
2025-07-27T11:55:50 | SUCCESS  | retries=0  | label=newsletter      | subject='News & Club Runs' | 
2025-07-27T11:55:54 | SUCCESS  | retries=0  | label=social_notification | subject='Adam King Has An Update for You, Roger Pembery' | 
2025-07-27T11:56:00 | SUCCESS  | retries=0  | label=event_invite    | subject='The Best of Tubular Bells I, II & III, Jake Bugg, Jason Manford plus many more!' | 
2025-07-27T11:56:05 | SUCCESS  | retries=0  | label=newsletter      | subject='The right accessories make all the difference.' | 
2025-07-27T11:56:10 | SUCCESS  | retries=0  | label=newsletter      | subject='The owls are not what they seem.' | 
2025-07-27T11:56:14 | SUCCESS  | retries=0  | label=newsletter      | subject='Member News: No spoilers' | 
2025-07-27T11:56:20 | SUCCESS  | retries=0  | label=newsletter      | subject='ChatGPT record mode ⏺️, Cursor 1.0 1️⃣, Mistral Code 💻' | 
2025-07-27T11:56:25 | SUCCESS  | retries=0  | label=other           | subject='ECCTA 2023 Impact on the Appointment and Termination of Directors' | 
2025-07-27T11:56:29 | SUCCESS  | retries=0  | label=event_invite    | subject='Secure your tickets to see Drake, Benson Boone & André Rieu in Brum! Plus the la' | 
2025-07-27T11:56:34 | SUCCESS  | retries=0  | label=newsletter      | subject='Alessia Cara, A. G. Cook, Youth Opportunities & More | Your Summer starts here a' | 
2025-07-27T11:56:40 | SUCCESS  | retries=0  | label=shipping_update | subject='Your parcel from Chococo Wholesale Limited is on its way' | 
2025-07-27T11:56:45 | SUCCESS  | retries=0  | label=event_invite    | subject='Drake・Arijit Singh・Benson Boone & more' | 
2025-07-27T11:56:50 | SUCCESS  | retries=0  | label=general         | subject='Updated Reminder - Complete the Global Alumni Survey' | 
2025-07-27T11:56:54 | SUCCESS  | retries=0  | label=newsletter      | subject='Find your Perfect Road Bike' | 
2025-07-27T11:56:59 | SUCCESS  | retries=0  | label=social_notification | subject='Martin Gloyne and Shane Davies Have Updates for You, Roger Pembery' | 
2025-07-27T11:57:04 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, add Nick Gordon - Head of Investment Data Assurance' | 
2025-07-27T11:57:09 | SUCCESS  | retries=0  | label=general         | subject='Your Voice Matters - Reminder to complete the Global Alumni Survey' | 
2025-07-27T11:57:14 | SUCCESS  | retries=0  | label=newsletter      | subject='NotebookLM Updates 📓, GitHub Copilot Spaces 💻, longer AI timelines ⌛' | 
2025-07-27T11:57:19 | SUCCESS  | retries=0  | label=order_confirmation | subject='Your Chococo order has shipped' | 
2025-07-27T11:57:23 | SUCCESS  | retries=0  | label=order_confirmation | subject='Invoice for Claire Pembery (32KR)' | 
2025-07-27T11:57:27 | SUCCESS  | retries=0  | label=order_confirmation | subject='Your Chess - Play and Learn subscription will be canceled' | 
2025-07-27T11:57:32 | SUCCESS  | retries=0  | label=social_notification | subject='3 people noticed you' | 
2025-07-27T11:57:37 | SUCCESS  | retries=0  | label=social_notification | subject='Rob Sanders Has An Update for You, Roger Pembery' | 
2025-07-27T11:57:42 | SUCCESS  | retries=0  | label=newsletter      | subject='Hello Developer: Introducing the Apple Design Award winners and finalists.' | 
2025-07-27T11:57:47 | SUCCESS  | retries=0  | label=promotion       | subject='⚡ New SPD-SL® Power Pedals' | 
2025-07-27T11:57:51 | SUCCESS  | retries=0  | label=newsletter      | subject='Why Buy A Trek With Tredz?' | 
2025-07-27T11:57:57 | SUCCESS  | retries=0  | label=promotion       | subject='Microsoft AI video generator 📹, Character.AI multimodal tools 📚, Salesforce acqu' | 
2025-07-27T11:58:02 | SUCCESS  | retries=0  | label=order_confirmation | subject='Your Chococo order confirmation' | 
2025-07-27T11:58:06 | SUCCESS  | retries=0  | label=other           | subject='RE: 93JD0903124 R v BARAKO' | 
2025-07-27T11:58:11 | SUCCESS  | retries=0  | label=billing         | subject='June Invoice INV-51482 from Cambridge Fibre Networks Ltd. for Roger Pembery' | 
2025-07-27T11:58:16 | SUCCESS  | retries=0  | label=newsletter      | subject='Watch the WWDC25 Keynote and Platforms State of the Union.' | 
2025-07-27T11:58:21 | SUCCESS  | retries=0  | label=social_notification | subject='Trevor Hunt and John Bleasdale Have Updates for You, Roger Pembery' | 
2025-07-27T11:58:26 | SUCCESS  | retries=0  | label=review_request  | subject='We love to hear from you' | 
2025-07-27T11:58:30 | SUCCESS  | retries=0  | label=general         | subject="Here's how we're helping prevent phone theft" | 
2025-07-27T11:58:35 | SUCCESS  | retries=0  | label=event_invite    | subject='Rhino Racing WTRL TTT sign-up success.' | 
2025-07-27T11:58:40 | SUCCESS  | retries=0  | label=promotion       | subject='Samsung + Perplexity 📱, Anthropic revenue surges 📈, Bond Capital AI trends 🤖' | 
2025-07-27T11:58:45 | SUCCESS  | retries=0  | label=newsletter      | subject='Your Monthly Recap' | 
2025-07-27T11:58:50 | SUCCESS  | retries=0  | label=newsletter      | subject='Exclusive Synthesizer V Studio 2 Pro Course Access from Groove3' | 
2025-07-27T11:58:55 | SUCCESS  | retries=0  | label=personal        | subject='Re: 32 Keynes Road - EICR' | 
2025-07-27T11:59:00 | SUCCESS  | retries=0  | label=newsletter      | subject='Roger, Welcome to your Fil Investment Management Ltd healthcare scheme' | 
2025-07-27T11:59:05 | SUCCESS  | retries=0  | label=newsletter      | subject='⭐ Streak Flair Reward Incoming: Animated Scotty! 🔥' | 
2025-07-27T11:59:12 | SUCCESS  | retries=0  | label=newsletter      | subject='Your Week Ahead' | 
2025-07-27T11:59:19 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, follow Sonali Basak - Anchor & Global Finance Correspondent at Bloomberg ' | 
2025-07-27T11:59:24 | SUCCESS  | retries=0  | label=newsletter      | subject='Coming up this June at Rephouse' | 
2025-07-27T11:59:29 | SUCCESS  | retries=0  | label=newsletter      | subject='15% off everything ends TONIGHT ⏰' | 
2025-07-27T11:59:34 | SUCCESS  | retries=0  | label=promotion       | subject='Kit Up for Every Ride' | 
2025-07-27T11:59:39 | SUCCESS  | retries=0  | label=promotion       | subject="Something a little different this Father's Day..." | 
2025-07-27T11:59:45 | SUCCESS  | retries=0  | label=promotion       | subject='Get Ready for Summer with New Stock and Discounted Prices' | 
2025-07-27T11:59:49 | SUCCESS  | retries=0  | label=social_notification | subject="Daily Rundown: New WFH trend: 'body…" | 
2025-07-27T11:59:54 | SUCCESS  | retries=0  | label=other           | subject='[Action Advised] Protect your applications and enhance your security' | 
2025-07-27T12:00:02 | SUCCESS  | retries=0  | label=newsletter      | subject='New season, new flavours ☀️' | 
2025-07-27T12:00:08 | SUCCESS  | retries=0  | label=promotion       | subject='Trek Marlin' | 
2025-07-27T12:00:14 | SUCCESS  | retries=0  | label=promotion       | subject='Perplexity Labs 🧪, DeepSeek R1 0528 analysis 🐋, 1,000x Increase in AI Demand 📈' | 
2025-07-27T12:00:18 | SUCCESS  | retries=0  | label=other           | subject='Notebook shared with you: "Provence France 2025"' | 
2025-07-27T12:00:23 | SUCCESS  | retries=0  | label=newsletter      | subject='News & Club Runs' | 
2025-07-27T12:00:29 | SUCCESS  | retries=0  | label=promotion       | subject="Big News! We've Slashed Prices Across the Store – Shop More, Spend Less!" | 
2025-07-27T12:00:34 | SUCCESS  | retries=0  | label=social_notification | subject='Neha Parekh Has An Update for You, Roger Pembery' | 
2025-07-27T12:00:42 | SUCCESS  | retries=0  | label=promotion       | subject='Bridget Christie, The Anglia Comedy Allstars, The Billy Joel Song Book plus many' | 
2025-07-27T12:00:48 | SUCCESS  | retries=0  | label=newsletter      | subject='Events Bulletin May 2025' | 
2025-07-27T12:00:53 | SUCCESS  | retries=0  | label=newsletter      | subject='Conquer Every Terrain 🚵\u200d♂️🚴' | 
2025-07-27T12:00:58 | SUCCESS  | retries=0  | label=newsletter      | subject='DeepSeek R1 Update 📚, Hugging Face CodeAgents 💻, Anthropic CEO Warning ⚠️' | 
2025-07-27T12:01:02 | SUCCESS  | retries=0  | label=personal        | subject='32 Keynes Road - EICR' | 
2025-07-27T12:01:11 | SUCCESS  | retries=0  | label=newsletter      | subject="Secure your tickets to BKFC 77 & check out the latest news from Birmingham's Are" | 
2025-07-27T12:01:18 | SUCCESS  | retries=0  | label=promotion       | subject='Metallica・Arijit Singh・Joy Crookes・Neck Deep & more' | 
2025-07-27T12:01:23 | SUCCESS  | retries=0  | label=social_notification | subject='Trevor Hunt commented on Lesley Li’s…' | 
2025-07-27T12:01:27 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, add Helen Cleall - Regulatory Change Manager' | 
2025-07-27T12:01:31 | SUCCESS  | retries=0  | label=newsletter      | subject="A Bike for Every Rider: Explore Trek's Road Collection" | 
2025-07-27T12:01:36 | SUCCESS  | retries=0  | label=promotion       | subject='1 ad can perform better with this new feature' | 
2025-07-27T12:01:40 | SUCCESS  | retries=0  | label=promotion       | subject='1 ad can perform better with this new feature' | 
2025-07-27T12:01:45 | SUCCESS  | retries=0  | label=order_confirmation | subject='Please confirm your appointment on Tue 1 July at 4:25pm' | 
2025-07-27T12:01:51 | SUCCESS  | retries=0  | label=promotion       | subject='Mistral Agents API 🧠, Sign in with ChatGPT 🔐, Meta AI re-org 💼' | 
2025-07-27T12:01:56 | SUCCESS  | retries=0  | label=promotion       | subject='Offer extended - 15% off your favourites 🍫' | 
2025-07-27T12:02:02 | SUCCESS  | retries=0  | label=billing         | subject='Upcoming Direct Debit payment to Cambridge Fibre Networks Ltd' | 
2025-07-27T12:02:07 | SUCCESS  | retries=0  | label=review_request  | subject="You finished Echopraxia (Firefall Book 2). What's next?" | 
2025-07-27T12:02:17 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, follow Callum Thomas - Head of Research at Topdown Charts' | 
2025-07-27T12:02:23 | SUCCESS  | retries=0  | label=social_notification | subject='Congratulate Darren Park for 18 years at Insight Investment' | 
2025-07-27T12:02:28 | SUCCESS  | retries=0  | label=newsletter      | subject='The Specialized Levo 4 Alloy' | 
2025-07-27T12:02:34 | SUCCESS  | retries=0  | label=general         | subject="St John's College Alumni Survey Reminder" | 
2025-07-27T12:02:39 | SUCCESS  | retries=0  | label=newsletter      | subject='Claude 4 System Prompt 💬, Operator o3 system card 📚, Mistral Document AI 📄' | 
2025-07-27T12:02:45 | SUCCESS  | retries=0  | label=social_notification | subject='Don’t miss conversations in Hedge Fund Group (HFG) - Hedge Funds, Alternative In' | 
2025-07-27T12:02:49 | SUCCESS  | retries=0  | label=newsletter      | subject='Managing Salary Expectations in Banking & Financial Services' | 
2025-07-27T12:02:54 | SUCCESS  | retries=0  | label=social_notification | subject='Paul Charie reposted: Eeek! 😝 We’ve…' | 
2025-07-27T12:02:58 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, you’re on a roll on LinkedIn!' | 
2025-07-27T12:03:04 | SUCCESS  | retries=0  | label=newsletter      | subject='Your Week Ahead' | 
2025-07-27T12:03:09 | SUCCESS  | retries=0  | label=order_confirmation | subject='Fwd: B1509 H1499; H1500' | 
2025-07-27T12:03:13 | SUCCESS  | retries=0  | label=order_confirmation | subject='B1509 H1499; H1500' | 
2025-07-27T12:03:17 | SUCCESS  | retries=0  | label=review_request  | subject='Please confirm your appointment on Wed 28 May at 3:00pm' | 
2025-07-27T12:03:25 | SUCCESS  | retries=0  | label=newsletter      | subject='OpenAI Operator upgrade 🤖, infinite tool use 🔨, advances beyond attention 📝' | 
2025-07-27T12:03:32 | SUCCESS  | retries=0  | label=event_invite    | subject='AXS Ticket' | 
2025-07-27T12:03:37 | SUCCESS  | retries=0  | label=order_confirmation | subject='Thank you for purchasing tickets for Stereophonics plus special guests - Car Par' | 
2025-07-27T12:03:42 | SUCCESS  | retries=0  | label=event_invite    | subject='AXS Ticket' | 
2025-07-27T12:03:48 | SUCCESS  | retries=0  | label=promotion       | subject='15% off everything - final few days...' | 
2025-07-27T12:03:53 | SUCCESS  | retries=0  | label=promotion       | subject='Unlock Big Savings - Top Deals Await!' | 
2025-07-27T12:04:00 | SUCCESS  | retries=0  | label=general         | subject='FW: Ryanair Travel Itinerary' | 
2025-07-27T12:04:05 | SUCCESS  | retries=0  | label=newsletter      | subject='Meet our best selling reading glasses' | 
2025-07-27T12:04:12 | SUCCESS  | retries=0  | label=billing         | subject="You've been sent £625 📣" | 
2025-07-27T12:04:20 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, you’re on a roll on LinkedIn!' | 
2025-07-27T12:04:26 | SUCCESS  | retries=0  | label=promotion       | subject='Meet Claude 4' | 
2025-07-27T12:04:31 | SUCCESS  | retries=0  | label=social_notification | subject='Marshals Required' | 
2025-07-27T12:04:37 | SUCCESS  | retries=0  | label=newsletter      | subject="Weekend round-up 📰: Father's Day range, a new gelato flavour and more" | 
2025-07-27T12:04:41 | SUCCESS  | retries=0  | label=social_notification | subject='Ritu Vohora, CFA reshared a post' | 
2025-07-27T12:04:47 | SUCCESS  | retries=0  | label=newsletter      | subject='Take on the trails with Trek MTBs' | 
2025-07-27T12:04:52 | SUCCESS  | retries=0  | label=general         | subject='Y13 Email from Head of Year for your information' | 
2025-07-27T12:04:59 | SUCCESS  | retries=0  | label=newsletter      | subject='Claude 4 4️⃣, OpenAI Stargate UAE ⚡, AI talent wars 🚀' | 
2025-07-27T12:05:05 | SUCCESS  | retries=0  | label=promotion       | subject="Wes Anderson's The Phoenician Scheme is in cinemas now" | 
2025-07-27T12:05:14 | SUCCESS  | retries=0  | label=general         | subject='James May: Explorers' | 
2025-07-27T12:05:19 | SUCCESS  | retries=0  | label=event_invite    | subject='Get ready for the ZRL Showdown!' | 
2025-07-27T12:05:25 | SUCCESS  | retries=0  | label=newsletter      | subject='News & Club Runs' | 
2025-07-27T12:05:30 | SUCCESS  | retries=0  | label=newsletter      | subject='Lulu, Yusuf / Cat Stevens, The Princess Proms, Voices of Hope and Compassion plu' | 
2025-07-27T12:05:33 | SUCCESS  | retries=0  | label=order_confirmation | subject='Your appointment is updated to Wed 28 May at 3:00pm' | 
2025-07-27T12:05:39 | SUCCESS  | retries=0  | label=newsletter      | subject='Member News: Elevation' | 
2025-07-27T12:05:46 | SUCCESS  | retries=0  | label=newsletter      | subject='OpenAI acquires Jony Ive’s io 🚀, Mistal’s Devstral 💻, Vercel’s v0 AI model 👨\u200d💻' | 
2025-07-27T12:05:55 | SUCCESS  | retries=0  | label=general         | subject='Voluntary ID Verification for Directors and PSCs is Open' | 
2025-07-27T12:06:02 | SUCCESS  | retries=0  | label=event_invite    | subject='Re: Call on Thursday 8th May??' | 
2025-07-27T12:06:07 | SUCCESS  | retries=0  | label=newsletter      | subject='15% off everything this weekend 🎉' | 
2025-07-27T12:06:13 | SUCCESS  | retries=0  | label=event_invite    | subject='🎫 Get your hands on The Lightning Seeds tickets. 🎫' | 
2025-07-27T12:06:21 | SUCCESS  | retries=0  | label=promotion       | subject='See Jason Derulo, Vybz Kartel and Wolf Alice live in Brum! Plus the latest news ' | 
2025-07-27T12:06:27 | SUCCESS  | retries=0  | label=promotion       | subject='(EZ Gains): Create a channel to directly message your followers!' | 
2025-07-27T12:06:33 | SUCCESS  | retries=0  | label=event_invite    | subject='Vybz Kartel・Beyoncé・Hot Wheels Stunt Show・Alessi Rose & more' | 
2025-07-27T12:06:39 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, you’re on a roll on LinkedIn!' | 
2025-07-27T12:06:44 | SUCCESS  | retries=0  | label=promotion       | subject='Galaxy S25 Edge with free Galaxy Buds3🙌' | 
2025-07-27T12:06:50 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, add Nick Gordon - Head of Investment Data Assurance' | 
2025-07-27T12:06:56 | SUCCESS  | retries=0  | label=event_invite    | subject='The Robert Cray Band' | 
2025-07-27T12:07:02 | SUCCESS  | retries=0  | label=promotion       | subject='Google Jules 💻, Google AI Glasses 👓, DeepSeek-V3 Training Insights 🧑\u200d🏫' | 
2025-07-27T12:07:07 | SUCCESS  | retries=0  | label=order_confirmation | subject='Please confirm your appointment on Fri 23 May at 1:00pm' | 
2025-07-27T12:07:12 | SUCCESS  | retries=0  | label=billing         | subject='Your interest rate(s) is decreasing' | 
2025-07-27T12:07:21 | SUCCESS  | retries=0  | label=personal        | subject='Fwd: 8 the Terrace Hampden Gardens CB1 3DU' | 
2025-07-27T12:07:29 | SUCCESS  | retries=0  | label=event_invite    | subject='What’s ahead at WWDC25.' | 
2025-07-27T12:07:35 | SUCCESS  | retries=0  | label=promotion       | subject='Discover ACE Studio AI Violin: Quick, Expressive, and Simple' | 
2025-07-27T12:07:40 | SUCCESS  | retries=0  | label=newsletter      | subject='Find Your Perfect Trek' | 
2025-07-27T12:07:46 | SUCCESS  | retries=0  | label=newsletter      | subject='Google NotebookLM App 📓, Microsoft MCP 🤖, Character AI Memory 🧠' | 
2025-07-27T12:07:53 | SUCCESS  | retries=0  | label=social_notification | subject='Rob Sanders reshared a post' | 
2025-07-27T12:08:00 | SUCCESS  | retries=0  | label=newsletter      | subject='Share Your Views in our Global Alumni Survey' | 
2025-07-27T12:08:06 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, you’re on a roll on LinkedIn!' | 
2025-07-27T12:08:12 | SUCCESS  | retries=0  | label=personal        | subject='I am about to pack up and come home.  Will pop to Waitrose for full fat cream ch' | 
2025-07-27T12:08:17 | SUCCESS  | retries=0  | label=newsletter      | subject='OpenAI Codex 💻, Trump Admin & AI Chips 🤖, Anthropic Credit Line 💰' | 
2025-07-27T12:08:22 | SUCCESS  | retries=0  | label=newsletter      | subject='Your Week Ahead' | 
2025-07-27T12:08:27 | SUCCESS  | retries=0  | label=personal        | subject='Forgot my phone' | 
2025-07-27T12:08:33 | SUCCESS  | retries=0  | label=newsletter      | subject='Your next visit just got easier' | 
2025-07-27T12:08:41 | SUCCESS  | retries=0  | label=newsletter      | subject='Studying hard? Here’s how to beat screen fatigue 💻👓' | 
2025-07-27T12:08:46 | SUCCESS  | retries=0  | label=newsletter      | subject="Weekend round-up #2 📰: Hot Choc refill bags | Cream Tea | Brownie Mix 'n' Match" | 
2025-07-27T12:08:51 | SUCCESS  | retries=0  | label=newsletter      | subject='Ride Ready? Don’t Set Off Without These' | 
2025-07-27T12:08:57 | SUCCESS  | retries=0  | label=personal        | subject='Re: Call on Thursday 8th May??' | 
2025-07-27T12:09:03 | SUCCESS  | retries=0  | label=social_notification | subject='Roger, you’re on a roll on LinkedIn!' | 
2025-07-27T12:09:09 | SUCCESS  | retries=0  | label=personal        | subject='Congrats! You set a personal best on Climb out of Bourn (Southbound)' | 
2025-07-27T12:09:17 | SUCCESS  | retries=0  | label=newsletter      | subject='Weekend round-up #1 📰: Extra Sale discounts | Win Bank Holiday Brownies | Flourl' | 
2025-07-27T12:09:23 | SUCCESS  | retries=0  | label=promotion       | subject='£200 off Galaxy S25 Edge when you trade in any Android smartphone😮' | 
2025-07-27T12:09:29 | SUCCESS  | retries=0  | label=promotion       | subject='Meta’s New Artifacts 📚, Windsurf in-house models 🌐, Google AI-Powered Accessibil' | 
2025-07-27T12:09:35 | SUCCESS  | retries=0  | label=event_invite    | subject='Rhino Racing WTRL TTT sign-up success.' | 
2025-07-27T12:09:40 | SUCCESS  | retries=0  | label=promotion       | subject='TREK - Now At Tredz 💥' | 
2025-07-27T12:09:46 | SUCCESS  | retries=0  | label=social_notification | subject="You finished Blindsight (Firefall, #1). What's next?" | 
2025-07-27T12:09:52 | SUCCESS  | retries=0  | label=newsletter      | subject='News & Club Runs' | 
2025-07-27T12:09:58 | SUCCESS  | retries=0  | label=newsletter      | subject="Ardal O'Hanlon, Celebrating Celine, The James Bond Concert Spectacular plus many" | 
2025-07-27T12:10:07 | SUCCESS  | retries=0  | label=general         | subject='Your latest statement is ready' | 
2025-07-27T12:10:14 | SUCCESS  | retries=0  | label=newsletter      | subject='DeepMind AlphaEvolve 💻, Stability AI Text-to-Audio 🔈, OpenAI Safety Evaluations ' | 
